source_uri,domain_url,newspaper_name,newspaper_url,country_name,country_url,rank_in_country,status,dominant_language,language_percentage,rerun,rerun_keyword_only,need_scrape
tagesanzeiger.ch,http://www.tagesanzeiger.ch, Tages-Anzeiger,http://www.4imn.com/reviews/1388.htm,Switzerland,http://www.4imn.com/ch/,4,success,deu,100.0,,,
letemps.ch,http://www.letemps.ch, Le Temps,http://www.4imn.com/reviews/1391.htm,Switzerland,http://www.4imn.com/ch/,5,success,fra,100.0,,,
gazeta.ua,http://gazeta.ua, Gazeta,http://www.4imn.com/reviews/17481.htm,Ukraine,http://www.4imn.com/ua/,1,success,rus,52.0,,,
kyivpost.com,http://www.kyivpost.com, Kyiv Post,http://www.4imn.com/reviews/1485.htm,Ukraine,http://www.4imn.com/ua/,2,success,eng,100.0,,,
fakty.ua,http://fakty.ua, Fakty i Kommentarii,http://www.4imn.com/reviews/1479.htm,Ukraine,http://www.4imn.com/ua/,3,success,ukr,100.0,,,
zn.ua,http://zn.ua, Zerkalo Nedeli,http://www.4imn.com/reviews/1484.htm,Ukraine,http://www.4imn.com/ua/,4,success,rus,50.0,,,
itogi.ru,http://www.itogi.ru, Segodnya,http://www.4imn.com/reviews/1490.htm,Ukraine,http://www.4imn.com/ua/,5,failed,rus,100.0,,,Yes
theguardian.com,http://www.theguardian.com, The Guardian,http://www.4imn.com/reviews/1497.htm,United Kingdom,http://www.4imn.com/gb/,1,success,eng,100.0,,,
dailymail.co.uk,http://www.dailymail.co.uk, The Daily Mail,http://www.4imn.com/reviews/17591.htm,United Kingdom,http://www.4imn.com/gb/,2,success,eng,100.0,,,
telegraph.co.uk,http://www.telegraph.co.uk, The Daily Telegraph,http://www.4imn.com/reviews/1503.htm,United Kingdom,http://www.4imn.com/gb/,3,success,eng,100.0,,,
independent.co.uk,http://www.independent.co.uk, The Independent,http://www.4imn.com/reviews/1505.htm,United Kingdom,http://www.4imn.com/gb/,4,success,eng,100.0,,,
ft.com,http://www.ft.com, Financial Times,http://www.4imn.com/reviews/1504.htm,United Kingdom,http://www.4imn.com/gb/,5,success,eng,100.0,,,
cyprus-mail.com,https://cyprus-mail.com/,Cyprus Mail,,Cyprus,,1,success,eng,100.0,,,
politis.com.cy,https://www.politis.com.cy/,Politis,,Cyprus,,2,success,ell,100.0,,,
financialmirror.com,https://www.financialmirror.com/,The Financial Mirror,,Cyprus,,3,success,eng,100.0,,,
philenews.com,https://www.philenews.com/,Phileleftheros,,Cyprus,,4,success,ell,100.0,,,
kibrispostasi.com,https://www.kibrispostasi.com/,Kıbrıs,,Cyprus,,5,success,tur,100.0,,,
